datetime,open,high,low,close,volume
"2025-01-24 15:45:00","442.81000","444.29001","442.79999","443.98001","952620"
"2025-01-24 15:30:00","442.70001","443","442.60501","442.82999","228118"
"2025-01-24 15:15:00","442.59000","442.88000","442.47000","442.67999","178565"
"2025-01-24 15:00:00","442.17001","442.63000","442.10999","442.59000","172730"
"2025-01-24 14:45:00","441.93500","442.56500","441.93500","442.16000","160160"
"2025-01-24 14:30:00","442.42499","442.60001","441.89999","441.92999","135005"
"2025-01-24 14:15:00","442.23499","442.76999","442.089996","442.42999","159472"
"2025-01-24 14:00:00","442.23099","442.63660","441.70001","442.24500","231612"
"2025-01-24 13:45:00","443.029602","443.37000","442.029999","442.31290","290899"
"2025-01-24 13:30:00","443.97000","444.14090","442.94000","443.019989","211396"
"2025-01-24 13:15:00","444.19501","444.34000","443.70999","443.94000","163387"
"2025-01-24 13:00:00","444.14001","444.48999","443.95999","444.20999","129467"
"2025-01-24 12:45:00","444.87009","445.12000","444.059998","444.22000","163303"
"2025-01-24 12:30:00","444.85321","444.95999","444.32999","444.95639","147708"
"2025-01-24 12:15:00","444.56500","445.54001","444.48001","444.82001","217708"
"2025-01-24 12:00:00","445.62000","445.92999","444.5","444.82001","1729300"
"2025-01-24 11:45:00","446.28000","446.64999","445.64200","445.82999","207326"
"2025-01-24 11:30:00","446.29501","446.39001","445.95001","446.28000","186628"
"2025-01-24 11:15:00","445.43500","446.32181","445.28000","446.29501","197863"
"2025-01-24 11:00:00","445.049988","445.60001","444.63199","445.38501","263156"
"2025-01-24 10:45:00","444.67999","445.48999","444.56000","445.12109","347401"
"2025-01-24 10:30:00","443.70001","444.78000","443.66000","444.73001","354045"
"2025-01-24 10:15:00","444.92499","445.29001","443.39050","443.73181","496442"
"2025-01-24 10:00:00","444.69000","445.26901","443.95999","444.92499","575909"
"2025-01-24 09:45:00","445.25","445.93561","443.92001","444.65500","663412"
"2025-01-24 09:30:00","445.16000","445.5","441.39999","444.42499","1696851"
"2025-01-27 15:45:00","434.78000","435.19000","433.53000","434.57001","2328735"
"2025-01-27 15:30:00","434.34000","434.98999","433.88000","434.79001","665514"
"2025-01-27 15:15:00","433.20999","434.79001","433.19000","434.32001","711792"
"2025-01-27 15:00:00","432.98001","434.20001","432.95999","433.23541","460016"
"2025-01-27 14:45:00","432.89001","433.55991","432.50009","432.92001","662026"
"2025-01-27 14:30:00","434.44000","434.44000","432.79999","432.91000","445237"
"2025-01-27 14:15:00","432.64001","434.79001","432.63000","434.41000","558869"
"2025-01-27 14:00:00","431.60400","433.12991","431.54001","432.57501","607481"
"2025-01-27 13:45:00","431.17999","431.81000","430.92999","431.63000","609635"
"2025-01-27 13:30:00","429.39499","431.42001","429.32001","431.19000","551445"
"2025-01-27 13:15:00","428.81000","429.89999","428.60501","429.41501","449038"
"2025-01-27 13:00:00","428.010010","429.42001","427.95001","428.76999","516855"
"2025-01-27 12:45:00","427.76501","428.049988","427.14001","427.94000","417035"
"2025-01-27 12:30:00","427.38000","428.098907","426.75","427.72000","678382"
"2025-01-27 12:15:00","427.35001","427.89999","426.26001","427.38000","748397"
"2025-01-27 12:00:00","427.44131","428.049988","427","427.22000","457568"
"2025-01-27 11:45:00","427.34500","428.32001","426.67999","427.46329","918163"
"2025-01-27 11:30:00","427.26999","428.48001","427.049988","427.42001","637191"
"2025-01-27 11:15:00","427.92999","428.14999","426.59000","427.39999","764726"
"2025-01-27 11:00:00","429.36499","429.79001","427.60001","428.024994","800147"
"2025-01-27 10:45:00","432.44601","432.44601","429.20999","429.40601","987332"
"2025-01-27 10:30:00","431.14999","433.95999","430.76001","432.54001","1099812"
"2025-01-27 10:15:00","429.32999","431.20999","428.91000","431.14999","1043264"
"2025-01-27 10:00:00","429.82999","429.82999","426.70001","429.39001","1288709"
"2025-01-27 09:45:00","427.42899","429.97000","427.28000","429.82999","2015579"
"2025-01-27 09:30:00","424.20999","429","423.5","427.48001","7535294"
